Hugo Symbol	# of occurrence within resources (Column D-J)	OncoKB Annotated	Is Oncogene	Is Tumor Suppressor Gene	MSK-IMPACT	MSK-HEME	FOUNDATION ONE	FOUNDATION ONE HEME	Vogelstein	SANGER CGC(05/30/2017)	Gene Aliases
YWHAE	1	No	No	No	No	No	No	No	No	Yes	FLJ45465
YY1	1	Yes	Yes	No	No	No	No	No	No	No	"INO80S, UCRBP, YIN-YANG-1"
YY1AP1	1	No	No	No	No	No	No	Yes	No	No	"HCCA2, YAP, YY1AP"
ZBTB20	1	Yes	Yes	Yes	No	No	No	No	No	No	"DKFZp566F123, DPZF, ODA-8S, ZNF288"
ZBTB7A	1	No	No	No	No	Yes	No	No	No	No	"DKFZp547O146, FBI-1, LRF, ZBTB7, ZNF857A, pokemon"
ZFP36L1	1	Yes	No	Yes	No	No	No	No	No	No	"Berg36, RNF162B, TIS11B, cMG1"
ZFP36L2	1	Yes	No	Yes	No	No	No	No	No	No	"ERF2, RNF162C, TIS11D"
ZMYM3	1	No	No	No	No	No	No	Yes	No	No	"DXS6673E, KIAA0385, ZNF198L2, ZNF261"
ZNF24	1	No	No	No	No	No	No	Yes	No	No	"KOX17, ZNF191, ZSCAN3, Zfp191"
ZNF331	1	No	No	No	No	No	No	No	No	Yes	"RITA, ZNF361, ZNF463"
ZNF750	1	Yes	No	Yes	No	No	No	No	No	No	"FLJ13841, Zfp750"
